Subsystems,t0000_1,t0000_2,t0005,t0060,t1440,t2880,Genes
"",0,0,0,0,0,0,
"",-5,-5,-5,-5,-5,-5,
"",-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,2.546593,0,6.125831,0,0,
"",8.28098,5.333542,8.280824,0,8.28083,6.229427,
"",1.142813,1.231429,1.143123,3.297903,1.143112,3.194187,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",-0.005,-0.003514978,-0.005,-0.005,-0.005,-0.005,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-3.745502,-4.197828,-3.745425,-6.808447,-3.747927,-2.719726,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.1201079,-0.1201079,-0.1201079,-0.1201079,-0.1201079,-0.1201079,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,-0.005,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0.01720713,0,0,0,0,
"",0.09653038,0.07932324,0.09653038,0.09653038,0.09653038,0.09653038,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"",0,0,0,0,0,0,
"Fructose and Mannose Metabolism",0,0,0,0,0,0,FPGT
"N-Glycan Biosynthesis",0,0,0,0,0,0,FUT8
"Fatty Acid Metabolism",0,0,0,0,0,0,OLAH
"Fatty Acid Metabolism",0,0,0,0,0,0,OLAH
"Fatty Acid Metabolism",0,0,0,0,0,0,OLAH
"Fatty Acid Metabolism",0,0,0,0,0,0,OLAH
"Fatty Acid Metabolism",0,0,0,0,0,0,OLAH
"Fatty Acid Metabolism",0,0,0,0,0,0,OLAH
"Fatty Acid Metabolism",0,0,0,0,0,0,OLAH
"Fatty Acid Metabolism",0,0,0,0,0,0,
"Fatty Acid Metabolism",0,0,0,0,0,0,
"Fatty Acid Metabolism",0,0,0,0,0,0,OLAH
"Fatty acid activation",0,0,0,0,0,0,
"Fatty acid activation",0,0,0,0,0,0,ACSL1,ACSL3,,
"Fatty acid activation",0.2386914,0.2641744,0,0,0,0,ACSL1,ACSL3,,,ACSL5
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1,ACSL3,,
"Fatty acid activation",0,0,0,0,0,0,ACSL1,ACSL3,,,ACSL5
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1,ACSL3
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,SLC27A2
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1,ACSL3,ACSL4,,
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,SLC27A2
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSL1
"Fatty acid activation",0,0,0,0,0,0,ACSM1
"Fatty acid activation",0,0,0,0,0,0,ACSL3
"Riboflavin Metabolism",0,0,0,0,0,0,ENPP1
"Transport, Endoplasmic Reticular",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Fatty acid elongation",0,0,0,0,0,0,ELOVL4
"Fatty acid elongation",0,0,0,0,0,0,ELOVL4
"Fatty acid elongation",0,0,0,0,0,0.03948908,ELOVL4
"Fatty acid elongation",0,0,0,0,0,0,ELOVL4
"CYP Metabolism",0,0,0,0,0,0,CYP4A11
"CYP Metabolism",0,0,0,0,0,0,CYP4A11
"CYP Metabolism",0,0,0,0,0,0,CYP4A11
"Tyrosine metabolism",0,0,0,0,0,0,ADH5
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Fatty acid oxidation",0,0,0,0,0,0,ACADM
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid activation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0.03948908,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation, peroxisome",0,0,0,0,0,0,EHHADH,ACAA1,HSD17B4,ACOX1
"Fatty acid oxidation",0,0,0,0,0,0,ACADM,ACADS
"Fatty acid elongation",0.02548296,0,0.2641744,0.2641744,0.2641744,0.2641744,FASN
"Fatty acid elongation",0.02548296,0,0.2641744,0.2641744,0.2641744,0.2641744,FASN
"Fatty acid elongation",0.02548296,0,0.2641744,0.2641744,0.2641744,0.2641744,FASN
"Fatty acid elongation",0,0,0,0.2641744,0.2556607,0.1875922,FASN
"Fatty acid elongation",0.02548296,0,0.2641744,0,0.008513697,0.0765822,FASN
"Fatty acid elongation",0.02548296,0,0.2641744,0.2641744,0.2641744,0.2641744,FASN
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC27A4,SLC27A3,SLC27A1
"Transport, Extracellular",100,100,-100,-100,100,100,SLC27A1
"Transport, Extracellular",100,100,-100,-100,100,100,SLC27A1
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC27A5
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC27A5
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC27A5,SLC27A2
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC27A5,SLC27A2
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC27A5,SLC27A2
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC27A5,SLC27A2
"Glycolysis/Gluconeogenesis",-0.9948587,0,0,0,0.4994251,0,ALDOA,ALDOB,ALDOC
"Fructose and Mannose Metabolism",0,1.000378,0,0,0,1.654262,ALDOA,ALDOB,ALDOC
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,0,0,ALDOA,ALDOB,ALDOC
"Galactose metabolism",0,0,0,0,0,0,ALDOB
"Glycolysis/Gluconeogenesis",0.9948587,0,0,0,0,0,FBP1,FBP2
"Fructose and Mannose Metabolism",0,0,0,0,0,0,FBP1,PFKFB1,PFKFB2,PFKFB3,PFKFB4,FBP2
"Heme Biosynthesis",0,0,0,0,0,0,FECH
"Fatty Acid Metabolism",0,0,0,0,0,0,
"Fatty Acid Metabolism",0.1783379,0.1696429,2.166122,1.337362,3.1649,0,ALDH1L1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Heme Biosynthesis",0,0,0,0,0,0,CYBRD1
"Fructose and Mannose Metabolism",0,0,0,0,0,0,FUK
"Tryptophan metabolism",0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,
"Riboflavin Metabolism",0,0,0,0,0,0,FLAD1
"Folate Metabolism",0,0,0,0,0,0,DHFR
"Transport, Extracellular",0,0,0,0,0,0,SLC19A1
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Mitochondrial",-365.1722,999.4101,996.5092,-998.7284,-670.2893,-998.014,
"Transport, Endoplasmic Reticular",-0.01682654,-0.01682654,-0.01682654,-0.01682654,-0.01682654,-0.01682654,
"Transport, Nuclear",0,0,0,0,0,0,
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Folate Metabolism",0,0,0,0,0,0,FPGS
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Peroxisomal",0.03365308,0.03365308,0.03365308,0.03365308,0.03365308,0.03365308,
"Cholesterol Metabolism",0,0,0,0,0,0,GGPS1
"Transport, Extracellular",-100,-100,100,100,-100,100,SLC2A7,SLC2A8,SLC2A2,SLC2A5,SLC2A11
"Transport, Extracellular",100,100,-100,-100,100,-100,SLC5A9
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"Folate Metabolism",0.01745811,0.01745811,0.01745811,0.01745811,0.01745811,0.01745811,FTCD
"Folate Metabolism",0,0,0,0,0,0,MTHFS
"Folate Metabolism",0,0,0,0,0,0,ALDH1L1
"Folate Metabolism",-365.2848,999.3062,994.4088,-1000,-673.3885,-1000,LOC286297,MTHFD1
"Folate Metabolism",365.1722,-999.4101,-996.5092,998.7284,670.2893,998.014,MTHFD1L
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Keratan sulfate degradation",0,0,0,0,0,0,FUCA2
"Keratan sulfate degradation",0,0,0,0,0,0,FUCA1
"N-Glycan Degradation",0,0,0,0,0,0,FUCA2
"N-Glycan Degradation",0,0,0,0,0,0,FUCA1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Citric Acid Cycle",1000,1000,0.1048688,1000,1000,606.386,FH
"Tyrosine metabolism",0.08948908,0,0.08948908,0.08948908,0.08948908,0.08948908,FAH
"Transport, Mitochondrial",-1000,1000,-999.984,-1000,1000,-999.9035,SLC25A10
"Transport, Mitochondrial",1000,-1000,1000,1000,-1000,-1000,SLC25A10
"Transport, Mitochondrial",0.1208518,-1000,1000,0.1208518,-1000,791.8201,SLC25A10
"Citric Acid Cycle",-999.7971,-999.8866,0.1098838,-999.7971,-999.7762,-606.1831,FH
"Transport, Mitochondrial",-1000,0.03136267,-1000,-1000,0.1208518,601.8182,SLC25A10
"Sphingolipid Metabolism",0,0,0,0,0,0,FUT1
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT1
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT1
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT1
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT1
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT1
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT1
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT3
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT3
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT3
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT3
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT3
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"Blood Group Biosynthesis",0,0,0,0,0,0,FUT9
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,ALG2
"N-Glycan Biosynthesis",0,0,0,0,0,0,ALG2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"Keratan sulfate biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"N-Glycan Biosynthesis",0,0,0,0,0,0,B4GALT1,B4GALT3,B4GALT2,B4GALT5
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"Nucleotide Sugar Metabolism",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,
"Glycerophospholipid Metabolism",-2.888497,-0.1135927,-0.1135927,-0.1135927,-0.1135927,-0.1135927,GPD1
"Glycolysis/Gluconeogenesis",2.774904,0,0,0,0,0,GPD2
"Arginine and Proline Metabolism",0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,
"Urea cycle/amino group metabolism",0,0,0,0,0,0,
"Urea cycle/amino group metabolism",0,0,0,0,0,0,ALDH18A1
"Aminosugar Metabolism ",0,0,0,0,0,0,GNPDA1,GNPDA2
"Pentose Phosphate Pathway",0,0,0,0,0,0,H6PD
"Pentose Phosphate Pathway",1000,1000,999.8302,-1000,1000,-1000,H6PD
"Pentose Phosphate Pathway",4.522514,1.958684,1.516217,2.368632,0,0,G6PD
"Pentose Phosphate Pathway",-1000,-1000,-999.8302,1000,-1000,1000,H6PD
"Glycolysis/Gluconeogenesis",0,0,0,0,0,0,G6PC,G6PC2,G6PC3
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,SLC37A4
"Transport, Extracellular",-66.66667,-66.66667,-66.66667,-66.66667,-66.66667,-66.66667,SLC32A1
"Urea cycle/amino group metabolism",0,0,0,0,0,0,GAMT
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Sphingolipid Metabolism",0,0,0,0,0,0,GAL3ST1
"Sphingolipid Metabolism",0,0,0,0,0,0,GAL3ST1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
