Subsystems,t0005,t0060,t1440,t2880,Genes
"Lysine Metabolism",0,0,0,0,EHMT2,SETD8,MLL3,SUV39H1,SUV39H2,EHMT1,SETD7,SETDB2,DOT1L,SETDB1
"Lysine Metabolism",0,0,0,0,
"Transport, Extracellular",-99.95,83.69985,100,100,SLC6A14,SLC22A5
"Transport, Extracellular",100,-100,-100,0.1,SLC38A4,SLC7A1,SLC7A2,SLC7A3
"Transport, Peroxisomal",0,0,0,0,
"Transport, Mitochondrial",0.03955105,0.03954152,0.03949385,0.03950815,SLC25A15,SLC25A2
"Transport, Nuclear",-495.1363,0,0,0,
"Pyruvate Metabolism",0,0,2.034092,0,CYB5D1
"Transport, Extracellular",-100,100,100,99.35985,SLC16A8,SLC16A1,SLC16A3,SLC16A7
"Transport, Extracellular",100,-100,-100,-100,
"Transport, Mitochondrial",1000,1.972627,1000,1000,AQP9
"Transport, Mitochondrial",0,-1000,-1000,-1000,SLC16A1
"N-Glycan Biosynthesis",0,0,0,0,MAN2A2,MAN2A1
"N-Glycan Biosynthesis",0,0,0,0,MGAT1
"N-Glycan Biosynthesis",0,0,0,0,MGAT4B,MGAT4A
"N-Glycan Biosynthesis",0,0,0,0,MGAT3
"N-Glycan Biosynthesis",0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,MGAT5
"N-Glycan Biosynthesis",0,0,0,0,MGAT2
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGK,PIGU,GPAA1,PIGS
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGF,PIGG
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGK,PIGU,PIGT,GPAA1,PIGS
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGF,PIGO
"N-Glycan Biosynthesis",0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,
"Tyrosine metabolism",0.08955105,0.08954152,0.08949385,0.08950815,GSTZ1
"Histidine Metabolism",0,0,0,0,ALDH3A1,ALDH1A3,ALDH3B1,ALDH3B2,MAOB
"Transport, Mitochondrial",-1000,-999.9035,-999.9035,1000,SLC25A10
"Transport, Mitochondrial",1000,1000,0.2712312,-1000,SLC25A10
"Starch and Sucrose Metabolism",0,0,0,0,GANC
"Transport, Mitochondrial",1000,1000,1000,-2.318586,SLC25A10
"Starch and Sucrose Metabolism",0,0,0,0,MGAM
"Starch and Sucrose Metabolism",0,0,0,0,GAA
"Transport, Extracellular",0,0,0,0,SLC2A3
"Transport, Mitochondrial",-999.8783,-1000,-999.797,-1000,SLC25A10
"Fructose and Mannose Metabolism",0,0,0,0,GMPPB,GMPPA
"N-Glycan Biosynthesis",0,0,0,0,MAN1B1
"N-Glycan Biosynthesis",0,0,0,0,MAN1B1
"N-Glycan Biosynthesis",0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,
"Fructose and Mannose Metabolism",0,0,0,0,MPI
"Transport, Extracellular",100,-100,100,100,SLC2A1,SLC2A2,SLC2A3
"Transport, Extracellular",-100,100,-100,-100,SLC5A9
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Tyrosine metabolism",0,0,0,0,MAOA,MAOB
"Tyrosine metabolism",0,0,0,0,ABP1,AOC2,AOC3
"Valine, Leucine, and Isoleucine Metabolism",0.03748831,0.0374769,0.03741982,0.03743694,MCCC1,MCCC2
"Fatty Acid Metabolism",0,0,0,0,MLYCD
"Fatty Acid Metabolism",0,0,0,0,MLYCD
"Fatty Acid Metabolism",0,0,0,0,MLYCD
"Propanoate Metabolism",0,0,0,0,
"Cysteine Metabolism",0,0,0,0,
"Cysteine Metabolism",0,0,0,0,LDHAL6A,LDHA,LDHB,LDHC,UEVLD,LDHAL6B
"Fatty Acid Metabolism",0,0,0,0,FASN
"Fatty Acid Metabolism",0,0,0,0,MCAT
"Cysteine Metabolism",0,0,0,0,MPST
"Citric Acid Cycle",1000,-996.1775,3.403175,-0.5207428,MDH1B,MDH1
"Citric Acid Cycle",-999.6184,996.3655,-3.39675,-1.885412,MDH2
"Arginine and Proline Metabolism",0,0,0.001,0,
"Pyruvate Metabolism",0,0,0,0,ME2
"Pyruvate Metabolism",0,0,0,2.602075,ME1
"Pyruvate Metabolism",0,0,0.3866481,0,ME3,ME2
"C5-Branched dibasic acid metabolism",1000,0,-1000,0,SUCLG1,SUCLA2
"C5-Branched dibasic acid metabolism",-1000,0,1000,0,SUCLG2,SUCLG1
"Tryptophan metabolism",0,0,0,0,IDO1
"Tryptophan metabolism",0,0,0,0,CYP1A1,CYP1A2,CYP1B1,CYP2C19
"Transport, Extracellular",0,0,-0.03926985,-0.1656046,
"Transport, Lysosomal",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"C5-Branched dibasic acid metabolism",0,0,0,0,
"Methionine Metabolism",0.05557267,0.05563706,0.05695902,0.05586243,MAT2B,MAT1A,MAT2A
"Transport, Extracellular",0.05,-0.05,-100,-0.05,SLC3A2,SLC7A5
"Methionine Metabolism",0.007657952,0.007724245,0.008055714,0.007956273,MTR
"Transport, Extracellular",100,100,100,100,SLC6A14,SLC38A2,SLC22A5,SLC38A1
"Transport, Extracellular",-100,-99.9,0.05,-99.9,SLC43A2,SLC43A1
"Cholesterol Metabolism",0.112364,0.1004556,0.1009134,0.1007761,MVK
"N-Glycan Biosynthesis",0,0,0,0,MOGS
"N-Glycan Biosynthesis",0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,
"C5-Branched dibasic acid metabolism",0,0,0,0,
"Valine, Leucine, and Isoleucine Metabolism",0.03748831,0.0374769,0.03741982,0.03743694,AUH
"Pyruvate Metabolism",0,0,0,0,
"Pyruvate Metabolism",0,0,0,0,
"Histidine Metabolism",0,0,0,0,ABP1,AOC2,AOC3
"Inositol Phosphate Metabolism",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,IPMK
"Inositol Phosphate Metabolism",0,0,0,0,INPP5J,INPP5A,INPP5B,INPP5D,INPPL1,INPP5E,SYNJ1
"Inositol Phosphate Metabolism",0,0,0,0,IPMK
"Transport, Nuclear",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,INPP1
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,IPMK
"Inositol Phosphate Metabolism",0,0,0,0,IPMK
"Inositol Phosphate Metabolism",0,0,0,0,ITPKA,ITPKB,ITPKC
"Inositol Phosphate Metabolism",0,0,0,0,IPMK
"Inositol Phosphate Metabolism",0,0,0,0,INPP5J,INPP5A,INPP5B,INPP5D,INPPL1,INPP5E,SYNJ1
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,INPP1
"Transport, Nuclear",0,0,0,0,
"Inositol Phosphate Metabolism",0.001,0,0.001,0.001,IMPA1,IMPA2
"Inositol Phosphate Metabolism",0.001,0,0.001,0.001,ISYNA1
"Transport, Nuclear",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,
"Inositol Phosphate Metabolism",0,0,0,0,INPP4A,INPP4B
"Inositol Phosphate Metabolism",0,0,0,0,IMPA1,IMPA2
"Inositol Phosphate Metabolism",0,0,0,0,IMPA1,IMPA2
"Propanoate Metabolism",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Starch and Sucrose Metabolism",0,0,0,0,GANC
"Starch and Sucrose Metabolism",0,0,0,0,MGAM
"Starch and Sucrose Metabolism",0,0,0,0,GAA
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"N-Glycan Biosynthesis",0,0,0,0,MAN1B1
"N-Glycan Biosynthesis",0,0,0,0,MAN1A2,MAN1A1,MAN1C1
"Valine, Leucine, and Isoleucine Metabolism",0,0,0,0,MLYCD
"Valine, Leucine, and Isoleucine Metabolism",0,0,0,0,MLYCD
"Valine, Leucine, and Isoleucine Metabolism",0,0,0,0,MLYCD
"Valine, Leucine, and Isoleucine Metabolism",-0.04881817,-0.08216304,-0.04679527,-0.045801,MCEE
"Valine, Leucine, and Isoleucine Metabolism",0.0841793,0.08216304,0.08208174,0.08210613,MUT
"Valine, Leucine, and Isoleucine Metabolism",0.001,0.03634869,0.001,0,ALDH6A1
"Propanoate Metabolism",0.001,0.001,0.001,0,ALDH6A1
"Valine, Leucine, and Isoleucine Metabolism",0.03536114,0,0.03528647,0.03630514,
"Triacylglycerol Synthesis",0,0,0,0,MOGAT1,MOGAT2
"Arginine and Proline Metabolism",0,0,0.001,0,MTAP
"Folate Metabolism",0.1524744,0.1515396,0.01747287,0.1447679,LOC285216,MTHFD1,
"Folate Metabolism",0,0,0,0,MTHFD2,MTHFD1L
"Folate Metabolism",1000,1000,1000,1000,MTHFD1
"Folate Metabolism",-999.8652,-999.8661,-1000,-999.8727,LOC285216,
"Folate Metabolism",-0.001,0.001,-0.001,999.6078,MTHFD2
"Folate Metabolism",0.001,-0.001,0.001,-999.6078,MTHFD2,MTHFD1L
"Folate Metabolism",0.007657952,0.007724245,0.008055714,0.007956273,MTHFR
"Transport, Extracellular",0,0,0,0,
"Arginine and Proline Metabolism",0,0,0.001,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"O-Glycan Biosynthesis",0,0,0,0,C1GALT1
"O-Glycan Biosynthesis",0,0,0,0,
"Arginine and Proline Metabolism",0,0,0,0,ALDH1A1,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"Arginine and Proline Metabolism",0,0,0,0,ALDH2,ALDH1B1
"Alanine and Aspartate Metabolism",0,0,0,0,ASPA,ACY3
"Transport, Mitochondrial",0,0,0,0,
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Hyaluronan Metabolism",0.0005,0.002,0,0.0005,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Chondroitin sulfate degradation",0,0,0,0,HEXA,HEXB
"Keratan sulfate degradation",0,0,0,0,HEXA,HEXB
"Transport, Extracellular",0,0,0,0,
"Oxidative Phosphorylation",2.61614,0.001,0,0.001,NDUFA11,NDUFS7,ND1,ND2,ND3,ND4,ND4L,ND5,ND6,NDUFA1,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFA10,NDUFAB1,NDUFB1,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFB10,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFV1,NDUFS4,NDUFS5,NDUFS6,NDUFS8,NDUFV2,NDUFV3,NDUFA13,NDUFA12,TUSC3
"Transport, Peroxisomal",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"NAD Metabolism",0,0,0,0,NADK
"NAD Metabolism",0,0,0.001,0.001,
"NAD Metabolism",0,0,0,0,CD38
"Transport, Endoplasmic Reticular",0,0,0,0.1689601,
"Transport, Peroxisomal",0.226728,0.2009112,0.2018269,0.2015522,
"NAD Metabolism",0,0,0,0,
"NAD Metabolism",0,0,0,0,CD38
"Transport, Endoplasmic Reticular",0,0,0,0.1689601,
"Transport, Peroxisomal",0.226728,0.2009112,0.2018269,0.2015522,
"NAD Metabolism",0,0,0,0,NADSYN1
"Transport, Nuclear",0,0,4.701361,0,
"Transport, Peroxisomal",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Keratan sulfate degradation",0,0,0,0,NAGA
"Sphingolipid Metabolism",0,0,0,0,
"Sphingolipid Metabolism",0,0,0,0,NAGA
"Keratan sulfate degradation",0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,SLC4A10,SLC4A8
"Transport, Extracellular",100,100,100,100,SLC5A5
"Transport, Extracellular",100,100,100,100,SLC5A1,SLC5A3,SLC5A5
"Transport, Extracellular",-100,-100,-100,100,SLC9A4,SLC9A1,SLC9A2,SLC9A3,SLC9A5
"Transport, Golgi Apparatus",0,0,0,0,SLC9A8,SLC9A7
"Transport, Extracellular",-100,-100,100,-100,SLC9A1,SLC9A2,SLC9A3
"Transport, Peroxisomal",-0.001,0,0,0,
"beta-Alanine metabolism",0,0,0,0,CNDP1
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",-100,100,-100,-100,SLC12A3
"Transport, Extracellular",-100,0,-100,-100,SLC24A4,SLC24A2,SLC24A3,SLC24A1
"Transport, Extracellular",-100,-100,-100,-100,SLC24A2,SLC24A1
"Nucleotides",0,0,0,0,CANT1
"Nucleotides",0,0,0,0,CANT1
"Nucleotides",0,0,0,0,
"Nucleotides",0,0,0.001,0.001,
"Nucleotides",0,0,0,0,CANT1
"Nucleotides",0,0,0,0,ENTPD4
"Nucleotides",0.005272008,0,0,0.001,DTYMK
"Nucleotides",0,0,0,0,CANT1
"Nucleotides",734.0691,-1000,-1000,-1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",1000,1000,1000,1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,0,0,0,NME4
"Nucleotides",-1000,-1000,-1000,-1000,NME1,NME2
"Nucleotides",1000,-1000,0,1000,NME4
"Nucleotides",500,-500,500,500,NME1,NME2
"Nucleotides",3.357733,1000,-1000,-996.5637,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,0,0,0,NME4
"Nucleotides",-1000,-1000,-1000,-1000,NME1,NME2
"Nucleotides",1000,-1000,-1000,1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,0,0.004814469,0.004807916,NME4
"Nucleotides",500,-500,500,500,NME1,NME2
"Nucleotides",-1000,0.001,-1000,-1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0.001,-1000,0,0,NME4
"Nucleotides",1000,1000,1000,1000,NME1,NME2
"Nucleotides",-1000,-0.001,4.882919,0,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,-999.999,-0.2078177,-1000,NME4
"Nucleotides",500,-500,500,500,NME1,NME2
"Nucleotides",1000,0,1000,1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",-1000,0,-1000,-1000,NME4
"Nucleotides",0,0,0.002572704,0,NME1,NME2
"Nucleotides",0,4.828984,0,-2.388884,NME6,NME7,NME1,NME2,NME3
"Nucleotides",-1000,0,-1000,-997.6111,NME4
"Nucleotides",-1000,-1000,-1000,-1000,NME1,NME2
"Nucleotides",-1000,-1000,999.9957,-1000,NME6,NME7,NME1,NME2,NME3
"Nucleotides",-237.4665,-999.999,-1000,0,NME4
"Nucleotides",500,-500,500,500,NME1,NME2
"Nucleotides",0,0,0.002572704,0,NME6,NME7,NME1,NME2,NME3
"Nucleotides",0,0,0,0,NME4
"Nucleotides",0,0,-0.002572704,0,NME1,NME2
"Transport, Extracellular",-100,-100,-100,-100,RHBG,RHAG
"Transport, Nuclear",0,0,-0.005145407,0,
"Transport, Peroxisomal",0,0,0,0,
"NAD Metabolism",0,0,0,0,
"Transport, Nuclear",500,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",100,0,-100,100,SLC12A1,SLC12A2
"Transport, Extracellular",100,-25.02414,49.899,-25,SLC12A1,SLC12A2
"NAD Metabolism",0,0,0,0,NMNAT3
"NAD Metabolism",0,0,4.701361,0,NMNAT1
"NAD Metabolism",0,0,-4.700361,0.001,NMNAT2,NMNAT3
"NAD Metabolism",0,0,0,0,
"Transport, Nuclear",0,0,4.701361,0,
"Alkaloid biosynthesis II",0,0,0,0,ABP1,AOC2,AOC3
"NAD Metabolism",0,1000,0,1000,ENPP1,ENPP2,ENPP3
"NAD Metabolism",0,0,0,0,NMNAT3
"NAD Metabolism",500,0,0,0,NMNAT1
"NAD Metabolism",-500,-1000,0,-1000,NMNAT2,NMNAT3
"NAD Metabolism",0,0,0,0,QPRT
"NAD Metabolism",0,0,0,0,NNMT
"Tyrosine metabolism",0,0,0,0,PNMT
"Arginine and Proline Metabolism",0.001,0.001,0.001,0,NOS1,NOS2,,,NOS3
"Arginine and Proline Metabolism",0.0005,0.0005,0.0005,0,NOS1,NOS2,,,NOS3
"Transport, Extracellular",-0.001,-0.001,-0.001,0,
"NAD Metabolism",0,0,0,0,NP
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Tyrosine metabolism",0,0,0,0,SULT1A3
"Transport, Extracellular",-66.66667,-66.66667,-66.66667,-66.66667,SLC18A1,SLC18A2
"Transport, Extracellular",-100,-100,-100,-100,SLC6A2,SLC6A3
"Transport, Extracellular",-100,-100,-100,-100,SLC22A3,SLC22A2
"Transport, Peroxisomal",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",-100,-100,-100,-100,
"O-Glycan Biosynthesis",0,0,0,0,ST6GALNAC1
"O-Glycan Biosynthesis",0,0,0,0,ST6GALNAC1
"NAD Metabolism",0,0,0,0,NT5C2
"Pyrimidine Catabolism",0,0,0,0,NT5C
"Nucleotides",0,0,0,0,NT5C2
"Purine Catabolism",0,0,0,0,NT5C2,NT5C1B
"Nucleotides",0,0,0,0,NT5C
"Nucleotides",0,0,254.4686,0,NT5M
"Pyrimidine Catabolism",0,1000,741.8315,1000,NT5C3
"Nucleotides",0,0,0,0,NT5E
"Nucleic acid degradation",0,0,0,0,ACP2
"Nucleotides",0,0,0,0,NT5M
"Pyrimidine Catabolism",0,0,1000,0,NT5C,NT5C1B
"Nucleic acid degradation",0,0,0,0,ACP2
"Pyrimidine Catabolism",1000,615.6398,0.009959876,681.987,NT5C3
"Nucleotides",0,0,0,0,NT5E
"Nucleic acid degradation",0,0,0,0,ACP2
"Pyrimidine Catabolism",0,0,0,0,NT5C
"Nucleic acid degradation",0,0,0,0,ACP2
"Nucleotides",0,1.795617,0,243.7023,NT5M
"Nucleotides",0,0.005275906,0,0.002289548,NT5C2
"Nucleic acid degradation",0,0,0,0,ACP2
"Nucleotides",0,0,0,0,NT5C2,NT5C1B
"Nucleotides",0,0,0,0,NT5E
"Nucleic acid degradation",0,0,0,0,ACP2
"Nucleotides",0.001,0.001,0,0,NT5C2,NT5C
"Nucleic acid degradation",0,0,0,0,ACP2
"Nucleotides",0,0,0,0,NT5C2
"Nucleotides",0,0,0,0,NT5E
"Nucleic acid degradation",0,0,0,0,ACP2
"Transport, Nuclear",0,0,0,0,
"Nucleotides",0,0,0,0,CANT1
"Nucleotides",0,0,0,0,ITPA
"Nucleotides",0,0,0,0,ITPA
"Nucleotides",0,0,0,0,ITPA
"Transport, Extracellular",-100,-100,-100,-37.45,ATP1B4,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3
"Starch and Sucrose Metabolism",0,0,0,0,SI
"Starch and Sucrose Metabolism",0,0,0,0,SI
"Transport, Extracellular",0,0,0,0,
"Transport, Mitochondrial",-0.0619293,0,-0.02459015,-0.0002202897,
"Transport, Nuclear",0.0619293,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Transport, Extracellular",3.728883,3.827292,2.153637,0.8737602,
"Transport, Endoplasmic Reticular",0.171546,0.1506834,0.1513702,0.1511641,
"Transport, Mitochondrial",3.104465,0.06215734,1.229508,-0.1669868,
"Transport, Nuclear",-0.03096465,0,0,0,
"Transport, Peroxisomal",0.005,3.127229,0.0407538,0.3576722,
"Transport, Extracellular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,
"Urea cycle/amino group metabolism",0,0,0,0,OTC
"Transport, Mitochondrial",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,
"Transport, Extracellular",-100,-100,-100,-100,
"Valine, Leucine, and Isoleucine Metabolism",-1.12373,-0.9167643,-1.397701,0.1074444,OXCT1,OXCT2
"Transport, Extracellular",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Valine, Leucine, and Isoleucine Metabolism",0.03748831,0.0374769,0.03741982,0.03743694,DBT,DLD,BCKDHA,BCKDHB
"Valine, Leucine, and Isoleucine Metabolism",0.03636114,0.03634869,0.03628647,0.03630514,DBT,DLD,BCKDHA,BCKDHB
"Valine, Leucine, and Isoleucine Metabolism",0.04581817,0.04581435,0.04579527,0.045801,DBT,DLD,BCKDHA,BCKDHB
"Transport, Extracellular",0,0,0,0,
"Pyrimidine Biosynthesis",0.02194298,0.02196209,0.02105764,0.02102897,UMPS
"Transport, Extracellular",0,0,0,0,
"Glutathione Metabolism",0,0,0.001,0.001,OPLAH
"Vitamin A Metabolism",0,0,0,0,
"Vitamin A Metabolism",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Transport, Nuclear",0,0,0,0,
"Urea cycle/amino group metabolism",0,0,0.001,0.001,ODC1
"Urea cycle/amino group metabolism",0.04895511,0.04895415,0.04794938,0.04795081,OAT
"Transport, Mitochondrial",999.951,999.951,-1000,999.952,SLC25A15,SLC25A2
"Transport, Mitochondrial",-1000,-1000,999.9521,-1000,SLC25A15,SLC25A2
"Transport, Extracellular",0,0,0,0,SLC7A1,SLC7A2,SLC7A3
"Pyrimidine Biosynthesis",-0.02194298,-0.02196209,-0.02105764,-0.02102897,UMPS
"Transport, Extracellular",-50.04889,-100,0,-100,SLC26A1,SLC26A3,SLC26A2
"Transport, Peroxisomal",0,0,0,0,
"Steroid Metabolism",0,0,0,0,CYP11A1
"Steroid Metabolism",0,0,0,0,CYP11B1
"Steroid Metabolism",0,0,0,0,CYP11B1
"Steroid Metabolism",0,0,0,0,CYP11B2
"Steroid Metabolism",0,0,0,0,CYP17A1
"Steroid Metabolism",0,0,0,0,CYP17A1
"Steroid Metabolism",0,0,0,0,CYP17A1
"Steroid Metabolism",0,0,0,0,CYP17A1
"Steroid Metabolism",0,0,0,0,CYP19A1
"Steroid Metabolism",0,0,0,0,CYP19A1
"Steroid Metabolism",0,0,0,0,CYP1B1
"Steroid Metabolism",0,0,0,0,CYP21A2
"Steroid Metabolism",0,0,0,0,CYP21A2
"Bile Acid Biosynthesis",0.001,0,0,0,CYP27A1
"Bile Acid Biosynthesis",0.001,0,0,0,CYP27A1
"Bile Acid Biosynthesis",0.001,0,0,0,CYP27A1
"Bile Acid Biosynthesis",0.001,0,0,0,CYP27A1
"Bile Acid Biosynthesis",0.001,0,0,0,CYP27A1
"Bile Acid Biosynthesis",0.001,0,0,0,CYP27A1
"Bile Acid Biosynthesis",0,0,0,0,CYP27A1
"CYP Metabolism",0,0,0,0,CYP2A6,CYP2A13
"CYP Metabolism",0,0,0,0,CYP2C18
"CYP Metabolism",0,0,0,0,CYP2C19
"CYP Metabolism",0,0,0,0,CYP2C8
"CYP Metabolism",0,0,0,0,CYP2C9
"Limonene and pinene degradation",0,0,0,0,CYP2C19,CYP2C9
"Limonene and pinene degradation",0,0,0,0,CYP2C19,CYP2C9
"Limonene and pinene degradation",0,0,0,0,CYP2C19,CYP2C9
"CYP Metabolism",0,0,0,0,CYP2D6
"CYP Metabolism",0,0,0,0,CYP2E1
"CYP Metabolism",0,0,0,0,CYP2F1
"Bile Acid Biosynthesis",0,0,0,0,CYP39A1
"CYP Metabolism",0,0,0,0,CYP3A4
"Steroid Metabolism",0,0,0,0,CYP3A43
"CYP Metabolism",0,0,0,0,CYP3A5
"Steroid Metabolism",0,0,0,0,CYP3A7
